test_loss,accuracy,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9,node_id,epoch
2.3117504596710203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0,0
2.329470829530196,0.011505273250239693,0.003791469194312796,0.0019175455417066156,0.16666666666666666,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,8,0
2.2740891660962785,0.09306569343065693,0.028380634390651086,0.01551094890510949,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,nan,12,0
2.3298690391309336,0.010446343779677113,0.003446115288220551,0.0017410572966128522,0.16666666666666666,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,7,0
2.330065459916086,0.00861244019138756,0.0028462998102466793,0.0014354066985645933,0.16666666666666666,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,3,0
2.3298619732712256,0.013257575757575758,0.004361370716510903,0.0022095959595959595,0.16666666666666666,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,5,0
2.2735669817243305,0.10155535224153706,0.030730897009966774,0.016925892040256175,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,nan,13,0
2.308436019080026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,2,0
2.2716154280830834,0.09558823529411764,0.029082774049217,0.015931372549019607,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,nan,14,0
2.3296268130793716,0.015414258188824663,0.005060088551549652,0.002569043031470777,0.16666666666666666,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,4,0
2.3289688500491055,0.013358778625954198,0.004394224733207784,0.0022264631043256997,0.16666666666666666,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,9,0
2.310050276347569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,1,0
2.3284936890457617,0.016283524904214558,0.0053408733898837575,0.002713920817369093,0.16666666666666666,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,6,0
2.2727508615044987,0.11296296296296296,0.03383250138657792,0.01882716049382716,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,nan,11,0
